datetime,S,NQ,NR,ND,I,Q,R,D
17-Jul-2020,10612018,6718,128864,2198,4982,4982,9994,731
18-Jul-2020,10609492,8038,129584,2210,5063,5066,10296,738
19-Jul-2020,10606958,9233,130426,2223,5146,5152,10603,745
20-Jul-2020,10604417,10316,131379,2239,5230,5238,10915,753
21-Jul-2020,10601869,11295,132433,2256,5315,5326,11233,760
22-Jul-2020,10599313,12182,133577,2274,5402,5416,11556,768
23-Jul-2020,10596750,12985,134803,2294,5489,5506,11884,776
24-Jul-2020,10594179,13712,136104,2315,5578,5598,12218,784
25-Jul-2020,10591600,14369,137473,2337,5668,5691,12557,792
26-Jul-2020,10589013,14965,138902,2360,5760,5786,12902,800
27-Jul-2020,10586418,15503,140387,2384,5853,5881,13253,808
28-Jul-2020,10583815,15991,141921,2408,5947,5979,13609,816
29-Jul-2020,10581203,16432,143501,2434,6043,6077,13972,825
30-Jul-2020,10578583,16831,145121,2460,6140,6177,14340,834
31-Jul-2020,10575955,17192,146779,2487,6239,6279,14715,843
01-Aug-2020,10573318,17518,148470,2514,6339,6382,15095,852
02-Aug-2020,10570672,17813,150191,2542,6440,6487,15482,861
03-Aug-2020,10568017,18080,151940,2570,6543,6593,15875,870
04-Aug-2020,10565353,18321,153713,2598,6647,6700,16275,879
05-Aug-2020,10562680,18539,155509,2627,6753,6809,16681,889
06-Aug-2020,10559997,18736,157324,2657,6860,6920,17093,899
07-Aug-2020,10557305,18914,159159,2686,6969,7033,17513,909
08-Aug-2020,10554603,19075,161009,2716,7080,7147,17939,919
09-Aug-2020,10551892,19220,162874,2746,7192,7262,18372,929
10-Aug-2020,10549170,19350,164753,2776,7305,7379,18812,939
11-Aug-2020,10546439,19468,166644,2807,7421,7498,19260,950
12-Aug-2020,10543697,19575,168546,2838,7538,7619,19714,961
13-Aug-2020,10540945,19671,170458,2868,7656,7742,20176,972
14-Aug-2020,10538183,19757,172378,2899,7776,7866,20645,983
15-Aug-2020,10535409,19835,174307,2930,7898,7992,21121,994
16-Aug-2020,10532626,19904,176243,2962,8022,8120,21606,1005
17-Aug-2020,10529831,19967,178185,2993,8147,8249,22098,1017
18-Aug-2020,10527025,20023,180133,3024,8274,8381,22598,1029
19-Aug-2020,10524207,20074,182086,3056,8403,8514,23105,1041
20-Aug-2020,10521379,20119,184044,3087,8534,8649,23621,1053
21-Aug-2020,10518539,20159,186006,3119,8666,8787,24145,1065
22-Aug-2020,10515687,20196,187972,3151,8801,8926,24678,1078
23-Aug-2020,10512823,20228,189941,3182,8937,9067,25219,1091
24-Aug-2020,10509947,20256,191913,3214,9075,9210,25768,1104
25-Aug-2020,10507059,20282,193887,3246,9215,9355,26326,1117
26-Aug-2020,10504158,20304,195864,3278,9357,9502,26893,1130
27-Aug-2020,10501245,20324,197843,3310,9501,9652,27469,1144
28-Aug-2020,10498319,20341,199824,3342,9646,9803,28053,1158
29-Aug-2020,10495381,20357,201807,3374,9794,9956,28647,1172
30-Aug-2020,10492429,20370,203790,3406,9944,10112,29251,1186
31-Aug-2020,10489464,20381,205775,3438,10096,10270,29863,1201
01-Sep-2020,10486485,20391,207761,3470,10250,10430,30485,1215
02-Sep-2020,10483493,20399,209748,3502,10405,10592,31117,1230
03-Sep-2020,10480487,20406,211736,3534,10563,10756,31759,1245
04-Sep-2020,10477467,20412,213724,3566,10723,10923,32411,1261
05-Sep-2020,10474433,20417,215713,3598,10886,11092,33072,1276
06-Sep-2020,10471385,20421,217702,3630,11050,11263,33744,1292
07-Sep-2020,10468322,20423,219692,3662,11217,11437,34427,1308
08-Sep-2020,10465244,20425,221681,3694,11385,11613,35120,1325
09-Sep-2020,10462151,20426,223671,3726,11556,11791,35823,1341
10-Sep-2020,10459043,20427,225661,3758,11729,11972,36537,1358
11-Sep-2020,10455920,20427,227651,3790,11905,12156,37263,1375
12-Sep-2020,10452782,20426,229641,3822,12083,12341,37999,1393
13-Sep-2020,10449627,20425,231631,3854,12263,12530,38746,1410
14-Sep-2020,10446457,20423,233621,3886,12445,12720,39505,1428
15-Sep-2020,10443271,20421,235610,3918,12630,12914,40276,1447
16-Sep-2020,10440068,20419,237600,3950,12817,13110,41058,1465
17-Sep-2020,10436849,20416,239589,3983,13007,13308,41852,1484
18-Sep-2020,10433613,20413,241578,4015,13199,13510,42658,1503
19-Sep-2020,10430360,20409,243566,4047,13393,13713,43477,1522
20-Sep-2020,10427090,20406,245554,4079,13590,13920,44307,1542
21-Sep-2020,10423802,20402,247542,4111,13789,14129,45150,1562
22-Sep-2020,10420497,20397,249529,4143,13991,14341,46006,1582
23-Sep-2020,10417174,20393,251516,4175,14196,14556,46875,1602
24-Sep-2020,10413833,20388,253502,4207,14403,14774,47756,1623
25-Sep-2020,10410474,20384,255488,4239,14612,14994,48651,1644
26-Sep-2020,10407097,20379,257474,4271,14824,15218,49559,1666
27-Sep-2020,10403700,20373,259459,4303,15039,15444,50481,1688
28-Sep-2020,10400285,20368,261444,4335,15256,15673,51416,1710
